mixing,a0,b0,b1,b2,c0
12.398,48.882936077447766,-1.2476904546207512,0.5891945732599212,-0.25218763700676095,-1.0
12.347,44.320595228653474,-1.0208929165722094,0.4710331203957384,-0.2426791594983003,-1.0
12.25,42.46988052536466,-0.8020129470943979,0.35063329462195825,-0.23046363046472498,-1.0
12.0,35.00537199795243,-0.7112340172524826,0.27082615545856076,-0.22605736222103773,-1.0
11.667,28.280567497268958,-0.7855200166016408,0.29986317369936727,-0.2349695224485636,-1.0
11.333,20.79452461592721,-0.8744219929768546,0.35025923213955645,-0.24923769058614387,-1.0
11.0,13.220812496115293,-0.9446947100560696,0.38862019070114656,-0.26706269203243643,-1.0
